0, 227, 0, 0, 0
0, 222, 0, 0, 0
0, 210, 0, 0, 0
0, 95, 0, 0, 0
0, 63, 0, 0, 0
0, 46, 0, 0, 0
0, 43, 0, 0, 0
0, 49, 0, 0, 0
0, 47, 0, 0, 0
0, 59, 0, 0, 0
0, 89, 0, 0, 0
0, 163, 0, 0, 0
0, 719, 0, 0, 0
0, 740, 0, 0, 0
0, 784, 0, 0, 0
0, 897, 0, 0, 0
0, 1133, 0, 0, 0
0, 1752, 0, 0, 0
0, 1719, 0, 0, 0
0, 2312, 0, 0, 0
0, 705, 0, 0, 0
0, 448, 0, 0, 0
0, 328, 0, 0, 0
0, 330, 0, 0, 0
0, 227, 0, 0, 0
0, 222, 0, 0, 0
0, 195, 0, 0, 0
0, 89, 0, 0, 0
0, 60, 0, 0, 0
0, 47, 0, 0, 0
0, 44, 0, 0, 0
0, 40, 0, 0, 0
0, 47, 0, 0, 0
0, 58, 0, 0, 0
0, 89, 0, 0, 0
0, 168, 0, 0, 0
0, 720, 0, 0, 0
0, 742, 0, 0, 0
0, 789, 0, 0, 0
0, 904, 0, 0, 0
0, 1147, 0, 0, 0
0, 1737, 0, 0, 0
0, 1783, 0, 0, 0
0, 2309, 0, 0, 0
0, 706, 0, 0, 0
0, 449, 0, 0, 0
0, 328, 0, 0, 0
0, 329, 0, 0, 0
0, 240, 0, 0, 0
0, 232, 0, 0, 0
0, 186, 0, 0, 0
0, 87, 0, 0, 0
0, 62, 0, 0, 0
0, 50, 0, 0, 0
0, 46, 0, 0, 0
0, 55, 0, 0, 0
0, 46, 0, 0, 0
0, 62, 0, 0, 0
0, 88, 0, 0, 0
0, 169, 0, 0, 0
0, 709, 0, 0, 0
0, 733, 0, 0, 0
0, 781, 0, 0, 0
0, 897, 0, 0, 0
0, 1135, 0, 0, 0
0, 1715, 0, 0, 0
0, 2345, 0, 0, 0
0, 2290, 0, 0, 0
0, 729, 0, 0, 0
0, 458, 0, 0, 0
0, 343, 0, 0, 0
0, 342, 0, 0, 0
0, 77, 0, 0, 0
0, 85, 0, 0, 0
0, 97, 0, 0, 0
0, 100, 0, 0, 0
0, 62, 0, 0, 0
0, 49, 0, 0, 0
0, 45, 0, 0, 0
0, 48, 0, 0, 0
0, 47, 0, 0, 0
0, 57, 0, 0, 0
0, 86, 0, 0, 0
0, 167, 0, 0, 0
0, 607, 0, 0, 0
0, 621, 0, 0, 0
0, 668, 0, 0, 0
0, 774, 0, 0, 0
0, 997, 0, 0, 0
0, 1604, 0, 0, 0
0, 2224, 0, 0, 0
0, 2057, 0, 0, 0
0, 327, 0, 0, 0
0, 192, 0, 0, 0
0, 129, 0, 0, 0
0, 127, 0, 0, 0
0, 260, 0, 0, 0
0, 254, 0, 0, 0
0, 182, 0, 0, 0
0, 87, 0, 0, 0
0, 61, 0, 0, 0
0, 50, 0, 0, 0
0, 43, 0, 0, 0
0, 52, 0, 0, 0
0, 51, 0, 0, 0
