0, 64, 0, 0, 0
0, 102, 0, 0, 0
0, 176, 0, 0, 0
0, 593, 0, 0, 0
0, 625, 0, 0, 0
0, 661, 0, 0, 0
0, 758, 0, 0, 0
0, 960, 0, 0, 0
0, 1892, 0, 0, 0
0, 2242, 0, 0, 0
0, 2134, 0, 0, 0
0, 484, 0, 0, 0
0, 364, 0, 0, 0
0, 323, 0, 0, 0
0, 328, 0, 0, 0
0, 266, 0, 0, 0
0, 264, 0, 0, 0
0, 171, 0, 0, 0
0, 88, 0, 0, 0
0, 63, 0, 0, 0
0, 49, 0, 0, 0
0, 43, 0, 0, 0
0, 50, 0, 0, 0
0, 51, 0, 0, 0
0, 66, 0, 0, 0
0, 102, 0, 0, 0
0, 167, 0, 0, 0
0, 1332, 0, 0, 0
0, 1411, 0, 0, 0
0, 1488, 0, 0, 0
0, 1678, 0, 0, 0
0, 2056, 0, 0, 0
0, 2446, 0, 0, 0
0, 2258, 0, 0, 0
0, 2194, 0, 0, 0
0, 833, 0, 0, 0
0, 511, 0, 0, 0
0, 380, 0, 0, 0
0, 382, 0, 0, 0
0, 260, 0, 0, 0
0, 253, 0, 0, 0
0, 176, 0, 0, 0
0, 89, 0, 0, 0
0, 62, 0, 0, 0
0, 48, 0, 0, 0
0, 47, 0, 0, 0
0, 47, 0, 0, 0
0, 53, 0, 0, 0
0, 69, 0, 0, 0
0, 104, 0, 0, 0
0, 177, 0, 0, 0
0, 1406, 0, 0, 0
0, 1459, 0, 0, 0
0, 1549, 0, 0, 0
0, 1760, 0, 0, 0
0, 2197, 0, 0, 0
0, 2536, 0, 0, 0
0, 2349, 0, 0, 0
0, 2301, 0, 0, 0
0, 801, 0, 0, 0
0, 498, 0, 0, 0
0, 368, 0, 0, 0
0, 369, 0, 0, 0
0, 262, 0, 0, 0
0, 257, 0, 0, 0
0, 177, 0, 0, 0
0, 86, 0, 0, 0
0, 61, 0, 0, 0
0, 48, 0, 0, 0
0, 40, 0, 0, 0
0, 46, 0, 0, 0
0, 51, 0, 0, 0
0, 66, 0, 0, 0
0, 105, 0, 0, 0
0, 175, 0, 0, 0
0, 1425, 0, 0, 0
0, 1484, 0, 0, 0
0, 1579, 0, 0, 0
0, 1803, 0, 0, 0
0, 2270, 0, 0, 0
0, 2571, 0, 0, 0
0, 2381, 0, 0, 0
0, 2319, 0, 0, 0
0, 819, 0, 0, 0
0, 508, 0, 0, 0
0, 377, 0, 0, 0
0, 376, 0, 0, 0
0, 271, 0, 0, 0
0, 266, 0, 0, 0
0, 180, 0, 0, 0
0, 90, 0, 0, 0
0, 64, 0, 0, 0
0, 47, 0, 0, 0
0, 47, 0, 0, 0
0, 53, 0, 0, 0
0, 53, 0, 0, 0
0, 68, 0, 0, 0
0, 103, 0, 0, 0
0, 172, 0, 0, 0
0, 1419, 0, 0, 0
0, 1487, 0, 0, 0
0, 1573, 0, 0, 0
0, 1785, 0, 0, 0
0, 2237, 0, 0, 0
0, 2566, 0, 0, 0
0, 2382, 0, 0, 0
0, 2323, 0, 0, 0
0, 871, 0, 0, 0
0, 535, 0, 0, 0
0, 396, 0, 0, 0
0, 397, 0, 0, 0
0, 275, 0, 0, 0
0, 269, 0, 0, 0
0, 175, 0, 0, 0
0, 90, 0, 0, 0
0, 64, 0, 0, 0
0, 49, 0, 0, 0
0, 47, 0, 0, 0
0, 53, 0, 0, 0
0, 52, 0, 0, 0
0, 67, 0, 0, 0
0, 99, 0, 0, 0
0, 167, 0, 0, 0
0, 1298, 0, 0, 0
0, 1433, 0, 0, 0
0, 1504, 0, 0, 0
0, 1697, 0, 0, 0
0, 2126, 0, 0, 0
0, 2573, 0, 0, 0
0, 2405, 0, 0, 0
0, 2341, 0, 0, 0
0, 984, 0, 0, 0
0, 576, 0, 0, 0
0, 419, 0, 0, 0
0, 418, 0, 0, 0
